Page path and screen class,Session manual medium,Views,Users,Views per user,Average engagement time,Event count,Key events,Total revenue
/article/2024/03/penn-students-free-moral-choice,organic,602,166,3.626506024,40.95180723,1100,0,0
/article/2024/01/penn-palestine-protest-college-hall,email,600,447,1.342281879,1.454138702,1404,0,0
/article/2024/02/penn-antisemitic-cartoon-controversy-aaup,email,600,446,1.34529148,0.5560538117,1494,0,0
/article/2024/02/rosenthal-sues-university-trustees-upenn,organic,600,400,1.5,2.7825,1120,0,0
/article/2015/04/average-gpa-differs-slightly-by-school,organic,596,209,2.851674641,16.32057416,1320,0,0
/article/2021/02/penn-sorority-fraternity-slideshow-rating-members,organic,595,379,1.569920844,9.329815303,1453,0,0
/article/2022/11/five-fun-easy-classes-spring-2023,organic,594,288,2.0625,3.913194444,1247,0,0
/article/2023/10/penn-wharton-alum-new-personal-finance-app,referral,594,200,2.97,25.26,1404,0,0
/article/2024/04/penn-nursing-clinical-rotation-student-experiences,email,594,238,2.495798319,39.15546218,1325,0,0
/article/2024/04/post-college-application-metamorphosis-penn-students,organic,591,179,3.301675978,43.30726257,1175,0,0
/article/2024/02/love-campus-alumni-penn-stories,organic,589,240,2.454166667,11.025,831,0,0
/article/2023/10/penn-trustee-vahan-gureghian-resignation,organic,587,321,1.828660436,11.15264798,1444,0,0
/article/2024/02/penn-new-major-engineering-degree-artificial-intelligence,referral,587,437,1.343249428,0.9931350114,1420,0,0
/article/2024/01/penn-antisemitism-task-force-mark-wolff-update,organic,586,348,1.683908046,2.83908046,910,0,0
/article/2024/01/penn-interim-president-jameson-profile,organic,585,343,1.705539359,13.9941691,897,0,0
/article/2000/03/from_rocky_horror_to_rabbi,organic,584,233,2.506437768,33.56223176,1396,0,0
/article/2024/02/freedom-school-leaves-van-pelt-study-in-relocates-houston-hall,email,584,399,1.463659148,2.959899749,1380,0,0
/article/2024/01/penn-board-of-trustees-chair-announced-ramanan-raghavendran,referral,580,444,1.306306306,0.004504504505,1419,0,0
/article/2024/04/penn-graduate-workers-union-election-postponed,referral,580,182,3.186813187,27.01098901,1227,0,0
/article/2024/02/penn-students-reaction-biden-israel-palestine-vote-election-2024,organic,579,305,1.898360656,35.59672131,1346,0,0
/article/2024/02/penn-professor-michael-mann-wins-defamation-lawsuit,organic,578,430,1.344186047,2.909302326,1250,0,0
/article/2024/03/penn-business-services-vice-president-michael-scales,email,578,257,2.249027237,15.77431907,1300,0,0
/article/2024/03/penn-iron-gate-theater-collapse-performing-arts,referral,578,195,2.964102564,12.9025641,1278,0,0
/article/2024/02/penn-wharton-graduate-association-charity-takeaways,email,576,234,2.461538462,35.33760684,1267,0,0
/article/2024/01/penn-early-decision-2028-responses-administration-tumoil,email,575,446,1.289237668,1,1390,0,0
/article/2022/02/penn-college-junior-mia-bezar-dies-feb-13,organic,574,311,1.845659164,6.659163987,1322,0,0
/article/2024/04/crossword-04-02,email,573,319,1.796238245,4.536050157,1417,0,0
/article/1991/04/class_of_95_is_least_selective_in_ivy_league,organic,571,307,1.859934853,10.98697068,1431,0,0
/article/2023/02/penn-sex-survey-students-gender-sexuality-experience-preference,organic,571,345,1.655072464,21.73043478,1451,0,0
/article/2024/03/grief-isolation-death-penn-culture,organic,571,156,3.66025641,66.19230769,976,0,0
/article/2023/12/penn-gene-therapy-program-layoffs-december-2023,organic,570,287,1.986062718,13.03484321,1285,0,0
/article/2024/04/sexual-assault-penn-rape-culture-resources,organic,570,146,3.904109589,50.7260274,1010,0,0
/article/2024/02/penn-josh-shapiro-pennsylvania-budget-proposal-recap-2024,organic,569,417,1.364508393,5.613908873,1419,0,0
/article/2023/11/penn-biden-center-deterrent-act-republican,organic,568,251,2.262948207,20.61752988,1341,0,0
/article/2024/02/penn-public-safety-address-anonymous-threat,organic,567,328,1.728658537,20.88414634,1462,0,0
/article/2024/04/penn-former-donors-political-support-president-2024-trump-biden,referral,567,164,3.457317073,93.69512195,1074,0,0
/section/guest-columns,organic,567,173,3.277456647,9.052023121,826,0,0
/article/2023/12/penn-scott-bok-board-trustees-resignation,organic,565,364,1.552197802,10.47802198,1311,0,0
/article/2024/03/penn-wharton-graduation-speaker-keynote-2024,referral,563,190,2.963157895,8.152631579,1187,0,0
/page/opinion-submissions,organic,563,178,3.162921348,14.11797753,991,0,0
/article/2024/02/penn-ranking-prestige-public-sector,organic,562,201,2.7960199,57.94029851,1181,0,0
/article/2018/08/penn-professor-celebrity-joe-biden-amy-wax-adam-grant-upenn-pennsylvania-research-nsi-student,organic,561,225,2.493333333,20.51111111,1223,0,0
/section/basketball,organic,561,117,4.794871795,5.324786325,791,0,0
/article/2024/01/penn-arts-and-sciences-receives-84-million-gift,organic,558,384,1.453125,2.739583333,1135,0,0
/article/2024/03/penn-emily-whitehead-car-t-cell-therapy-carl-june,email,557,236,2.360169492,51.85169492,1225,0,0
/article/2023/10/penn-sarah-katz-family-lawsuit-panera-charged-lemonade,referral,555,106,5.235849057,112.6509434,1165,0,0
/article/2023/10/penn-admissions-masterman-central-high-school-inequality,organic,554,194,2.855670103,39.21134021,1212,0,0
/article/2024/02/penn-workforce-committee-bipartisan-roundtable,organic,554,311,1.781350482,14.74276527,1207,0,0
/article/2022/05/plagiarism-allegations-petition-penn-students-south-korea-justice-minister,organic,553,251,2.203187251,29.20318725,1181,0,0
/section/sports,email,553,137,4.03649635,5.854014599,935,0,0
/article/2024/03/first-year-summer-internship-pressure,email,552,294,1.87755102,10.74489796,1343,0,0
/article/2024/03/penn-mens-basketball-clark-slajchert-profile,organic,552,140,3.942857143,84.79285714,994,0,0
/article/2024/03/penn-antisemitism-lawsuit-updates,referral,551,166,3.319277108,30.11445783,1095,0,0
/article/2024/04/penn-mens-heavyweight-rowing-senior-team-captain-ben-rutherford,organic,551,161,3.422360248,78.9378882,1080,0,0
/article/2024/01/house-committee-letter-penn-threaten-tax-exempt-status,organic,549,362,1.516574586,0.9364640884,791,0,0
/article/2024/04/penn-solar-eclipse-2024-jameson-reactions,organic,549,150,3.66,37.07333333,990,0,0
/article/2024/03/penn-emily-whitehead-car-t-cell-therapy-carl-june,organic,548,158,3.46835443,67.60759494,1078,0,0
/article/2024/04/penn-veil-dating-app-anonymous,email,547,231,2.367965368,25.29437229,1206,0,0
/article/2024/02/penn-center-hosts-movie-screening-supernova,organic,546,154,3.545454545,34.05844156,1059,0,0
/article/2024/03/penn-mshp-director-groeneveld-resigns-following-investigation-discrimination,email,546,236,2.313559322,31.88559322,1200,0,0
/article/2024/01/meet-five-students-early-decision-class-of-2028,referral,545,356,1.530898876,4.174157303,1256,0,0
/article/2024/02/penn-president-next-search-questions,referral,545,356,1.530898876,0.7303370787,1086,0,0
/article/2022/04/mackenzie-fierceton-masters-social-work-degree-no-longer-being-withheld,organic,543,275,1.974545455,25.06909091,1264,0,0
/article/2024/03/penn-mens-basketball-vs-princeton-senior-night-ivy-league,organic,543,163,3.331288344,54.40490798,1085,0,0
/article/2024/01/penn-faculty-mission-israel-sparks-controversy,email,541,477,1.134171908,0,1252,0,0
/article/2024/03/penn-interview-with-journalist-kara-swisher,organic,540,149,3.624161074,47.55704698,1068,0,0
/article/2024/01/penn-escaped-prisoner-hospital-alert,email,539,433,1.244803695,0.004618937644,1357,0,0
/article/2024/02/penn-athletic-director-alanna-shanahan-profile,organic,539,218,2.472477064,50.87614679,1138,0,0
/article/2024/04/penn-motion-to-dismiss-student-antisemitism-lawsuit,organic,539,184,2.929347826,25.60326087,973,0,0
/article/2024/04/penn-vet-funding-antisemitism-task-force-update,organic,539,158,3.411392405,39.41139241,906,0,0
/article/2024/04/penn-track-and-field-throwers-feature,referral,537,176,3.051136364,31.34659091,1181,0,0
/article/2024/04/penn-undergraduate-assembly-class-board-results-2024,email,537,246,2.182926829,24.57317073,1177,0,0
/article/2024/03/penn-chatgpt-pro-benefits-classroom,referral,536,200,2.68,20.955,1235,0,0
/article/2021/08/10-things-everyone-should-know-about-penn-athletics,organic,535,254,2.106299213,26.53149606,1282,0,0
/article/2023/02/penn-dining-halls-food-health-code-violations-poisoning,organic,535,251,2.131474104,17.67330677,1102,0,0
/article/2024/04/penn-carey-law-ranking-us-news-world-report,email,533,229,2.327510917,16.77729258,1187,0,0
/article/2023/11/penn-henry-silverman-stephen-levin-donor-backlash,organic,531,291,1.824742268,18.40893471,1217,0,0
/article/2023/09/open-letter-jewish-community-penn-palestine-writes-take-action,organic,530,194,2.731958763,15.24742268,1131,0,0
/article/2024/03/penn-artificial-intelligence-major-value,referral,529,154,3.435064935,33.74675325,1091,0,0
/article/2024/03/spec-connaissance-announces-daveed-diggs-2024-spring-speaker,email,527,222,2.373873874,9.513513514,1195,0,0
/article/2023/04/penn-philadelphia-population-decline-census-data,organic,526,262,2.007633588,14.44656489,1287,0,0
/article/2023/10/penn-veterinary-first-year-natalie-kim-dies-october-23,organic,526,329,1.598784195,5.580547112,1347,0,0
/section/advance-registration-guide-fs24,referral,525,109,4.816513761,9.981651376,974,0,0
/article/2024/03/penn-alumni-affiliates-congress-history,organic,524,140,3.742857143,44.40714286,944,0,0
/article/2024/03/penn-commencement-speaker-siddhartha-mukherjee-2024,email,524,208,2.519230769,27.82211538,1112,0,0
/article/2024/03/penn-fight-night-wharton-graduate-association-charity-donation,referral,524,163,3.214723926,45.90797546,1036,0,0
/article/2016/03/engineering-pre-med,organic,523,233,2.244635193,27.87553648,1272,0,0
/article/2023/11/penn-student-arrest-israeli-flag-theft,organic,523,281,1.861209964,9.338078292,1216,0,0
/article/2022/03/penn-regular-decision-class-of-2026,organic,521,229,2.27510917,20.37554585,1176,0,0
/article/2024/04/penn-spring-fling-preview-2024,referral,520,142,3.661971831,28.27464789,978,0,0
/article/2023/11/penn-swimming-matt-fallon-feature-profile-olympic-mens,organic,518,194,2.670103093,69.20618557,1178,0,0
/article/2024/02/penn-diversity-community-segregation-division,organic,517,134,3.858208955,39.82835821,917,0,0
/article/2021/03/penn-womens-lacrosse-laura-murphy-15-questions-with,organic,514,232,2.215517241,15.77155172,1277,0,0
/article/2022/06/penn-royalties-mrna-covid-vaccines,organic,514,217,2.368663594,13.8202765,1206,0,0
/article/2024/04/solitude-purposeless-alone-time-self-discovery,organic,514,137,3.751824818,37.32116788,840,0,0
/article/2016/02/law-preventing-sororities-house-colonize-fraternities,organic,513,310,1.65483871,7.390322581,1329,0,0
/article/2024/04/penn-hosts-bestselling-author-margaret-atwood,email,512,275,1.861818182,15.14909091,1206,0,0
/article/2024/04/penn-provost-appoints-committee-community-engaged-scholarship,email,511,203,2.517241379,25.04926108,1110,0,0
/multimedia,organic,510,222,2.297297297,2.63963964,746,0,0
/article/2024/02/penn-wellness-launches-peer-wellness-coaching,email,509,229,2.222707424,24.75545852,1359,0,0
/article/2024/04/penn-carey-law-ranking-us-news-world-report,referral,508,164,3.097560976,9.506097561,1065,0,0
/article/2024/04/penn-test-optional-policy-permanent-equity,organic,507,131,3.870229008,50.12977099,831,0,0
/article/2022/11/vagelos-mls-program-several-first-years-leaving-fall-2022,organic,506,155,3.264516129,21.23225806,966,0,0
/article/2024/02/academic-dishonesty-policy-fairness-solution,referral,505,208,2.427884615,101.2884615,1104,0,0
/article/2024/04/penn-graduate-student-workers-election-rescheduled,organic,504,148,3.405405405,39.30405405,905,0,0
/article/2024/02/penn-philadelphia-larry-krasner-act-40-septa,organic,503,256,1.96484375,18.03515625,1111,0,0
/article/2024/04/penn-faculty-statement-graduate-worker-unionization,organic,503,139,3.618705036,48.70503597,946,0,0
/article/2022/04/penn-law-amy-wax-tucker-carlson-interview-reignites-controversy,referral,502,412,1.218446602,4.279126214,1415,0,0
/article/2024/04/cultural-stratification-penn-community-tradition-social,referral,502,152,3.302631579,47.57236842,976,0,0
/article/2024/03/penn-presidential-commission-hate-progress-update,email,501,182,2.752747253,29.42307692,1040,0,0
/article/2024/02/freedom-school-leaves-van-pelt-study-in-relocates-houston-hall,referral,500,275,1.818181818,6.545454545,994,0,0
/article/2024/01/penn-faculty-community-demonstration-academic-freedom,email,499,403,1.2382134,0.1191066998,1227,0,0
/article/2024/04/mccarthyism-lawsuit-palestine-israel-advocacy,organic,498,151,3.298013245,63.41059603,830,0,0
/article/2024/04/penn-sarah-katz-award-winner,email,498,221,2.253393665,10.84615385,1079,0,0
/article/2024/03/penn-baseball-john-yurkow-suspension-ivy-league,organic,494,160,3.0875,32.7125,858,0,0
/article/2024/03/penn-wharton-graduation-speaker-keynote-2024,organic,494,208,2.375,14.80769231,961,0,0
/article/2023/09/penn-medicine-reports-earnings-revenue-operating-income,organic,493,229,2.152838428,11.60262009,1156,0,0
/article/2024/01/penn-faculty-community-demonstration-academic-freedom,referral,493,378,1.304232804,0.1772486772,1212,0,0
/article/2017/09/circuit-level-modeling-ranks-as-penns-hardest-class-meet-the-students-taking-it,organic,490,261,1.877394636,10.42528736,1201,0,0
/article/2024/02/penn-millet-ben-haim-survivor-speaks-chabad-house,organic,490,182,2.692307692,33.81868132,1097,0,0
/article/2024/04/penn-roommate-incoming-first-year-advice,referral,490,131,3.740458015,36.2519084,972,0,0
/article/2024/04/blaze-bernstein-trial-starts-tuesday-years-delays,referral,489,148,3.304054054,21.49324324,977,0,0
/article/2024/02/penn-slavery-project-administration-recognition,organic,488,152,3.210526316,74.875,867,0,0
/article/2024/04/mini-crossword-04-02,email,487,250,1.948,5.376,1189,0,0
/article/2000/06/chinatown_businesses_close_doors_to_protest_new_stadium_site,organic,486,113,4.300884956,71.59292035,1063,0,0
/article/2014/11/michael-karp,organic,486,197,2.467005076,33.55329949,1160,0,0
/article/2024/02/penn-university-council-open-forum-antisemitism-islamophobia,organic,486,265,1.833962264,14.21886792,794,0,0
/article/2024/03/penn-house-committee-education-workforce-bill-free-speech,organic,485,154,3.149350649,54.99350649,901,0,0
/article/2024/01/sorority-rush-diversity-panhellenic,email,483,376,1.284574468,0.4946808511,1065,0,0
/article/2024/04/julu-nwaezeapu-black-penn-and-the-student-funding-crisis,organic,483,142,3.401408451,85.57042254,905,0,0
/article/2024/02/penn-students-reaction-biden-israel-palestine-vote-election-2024,email,482,302,1.59602649,21.04635762,1167,0,0
/article/2024/04/penn-claire-fagin-nursing-memorial-ceremony,email,482,149,3.234899329,53.68456376,912,0,0
/article/2014/05/kathy-change-legacy-burns-on,organic,481,227,2.118942731,114.1321586,1190,0,0
/article/2022/05/plagiarism-allegations-penn-biodental-students-response,organic,481,224,2.147321429,27.86160714,1118,0,0
/article/2024/04/american-academia-toxicity-alienation-penn,organic,481,137,3.510948905,37.1459854,890,0,0
/article/2018/11/philadelphia-accent-linguistics-upenn-penn-philly,organic,480,264,1.818181818,10.46969697,1215,0,0
/article/2024/03/penn-dining-viable-solution-impossible,organic,480,140,3.428571429,37.96428571,817,0,0
/article/2024/03/penn-armstead-falsified-research-new-documents,email,479,204,2.348039216,25.31372549,1039,0,0
/article/1992/10/evangelist_speaks_on_theology,organic,478,235,2.034042553,16.14468085,1186,0,0
/article/2024/03/penn-womens-basketball-vs-harvard-ivy-league-ivy-madness-clinching,organic,478,143,3.342657343,29.51048951,896,0,0
/article/2024/04/penn-claire-fagin-nursing-memorial-ceremony,referral,478,101,4.732673267,38.25742574,851,0,0
/article/2017/08/inside-the-world-of-penns-highly-selective-finance-and-consulting-clubs,organic,476,211,2.255924171,16.76303318,1055,0,0
/article/2024/03/penn-commencement-speaker-siddhartha-mukherjee-2024,referral,475,160,2.96875,18.575,974,0,0
/article/2024/03/penn-philadelphia-sixers-arena-impact-study,email,475,146,3.253424658,40.69863014,976,0,0
/article/2017/04/ivanka-trump-wharton-classmates,organic,474,208,2.278846154,44.5625,1133,0,0
/article/2024/01/penn-board-trustees-chair-ramanan-raghavendran-interview,email,473,369,1.281842818,0.6883468835,1096,0,0
/article/2024/04/penn-columbia-shafik-magill-testimony-congress-foxx,organic,473,140,3.378571429,52.79285714,874,0,0
/article/2024/03/freedom-school-petition-disciplinary-action,referral,471,144,3.270833333,17.06944444,926,0,0
/article/2024/03/mini-crossword-03-15,organic,471,134,3.514925373,5.291044776,728,0,0
/article/2017/07/your-guide-to-penn-lingo-new-student-issue,organic,470,201,2.338308458,20.039801,1016,0,0
/article/2018/04/investigation-upenn-psychology-sexual-misconduct-faculty-student-policy-ivy-league-kurzban,organic,467,332,1.406626506,21.0873494,1226,0,0
/article/2024/04/chavurah-hillel-israel-week-jewish-community,email,467,173,2.699421965,58.46820809,963,0,0
/article/2023/12/penn-president-liz-magill-resigns,organic,466,252,1.849206349,11.04761905,889,0,0
/article/2024/03/penn-cdc-wellness-at-penn-updated-covid-guidelines,email,466,191,2.439790576,22.51308901,1003,0,0
/page/staff_directory,referral,464,163,2.846625767,7.147239264,764,0,0
/article/2024/03/penn-mens-basketball-vs-princeton-column-conor-smith,organic,463,119,3.890756303,67.3697479,878,0,0
/article/2024/04/mini-crossword-04-09,organic,463,146,3.171232877,2.917808219,710,0,0
/section/advance-registration-guide-fs24,organic,461,107,4.308411215,11.28971963,783,0,0
/page/contact,referral,460,177,2.598870056,5.344632768,955,0,0
/special-edition/black-history-month,organic,460,162,2.839506173,5.00617284,704,0,0
/article/2024/03/penn-wharton-graduate-association-charity-takeaways,referral,459,124,3.701612903,41.62096774,974,0,0
/article/2024/04/humanities-majors-defense-credit-importance,organic,459,112,4.098214286,39.33035714,814,0,0
/article/2023/09/sheerr-pool-renovations-penn-swim-dive,organic,458,177,2.587570621,21.44632768,1054,0,0
/article/2023/11/penn-middle-east-center-director-resignation-harun-kucuk-academic-freedom,organic,457,217,2.105990783,24.96774194,972,0,0
/article/2023/02/penn-sports-best-athlete-from-every-ivy,organic,456,188,2.425531915,18.92021277,1121,0,0
/article/2024/03/vagelos-laboratory-construction-photo-essay,organic,454,101,4.495049505,59.44554455,802,0,0
/article/2024/03/editorial-class-of-2028-welcome,email,452,182,2.483516484,48.13186813,964,0,0
/article/2023/06/penn-trustees-board-meeting-admissions-statistics-new-departments,organic,450,200,2.25,9.825,865,0,0
/article/2024/03/penn-museum-repatriation-native-american-cultural-objects,organic,450,127,3.543307087,38.70866142,906,0,0
/article/2024/03/vagelos-laboratory-construction-photo-essay,referral,450,119,3.781512605,36.47058824,948,0,0
/article/2024/04/penn-hosts-bestselling-author-margaret-atwood,organic,450,144,3.125,42.64583333,831,0,0
/article/2023/10/penn-katalin-kariko-university-relationship-mistreatment,referral,449,171,2.625730994,107.9883041,1048,0,0
/article/2023/11/penn-medicine-alicia-gresham-ceo-pennsylvania-hospital,organic,449,227,1.977973568,7.453744493,1092,0,0
/article/2024/03/artificial-intelligence-major-penn-curriculum,referral,449,133,3.37593985,42.83458647,876,0,0
/article/2024/03/penn-diana-legacy-award-winner,email,449,190,2.363157895,24.1,969,0,0
/article/2024/01/university-city-urban-outfitters-closes-penn,email,447,343,1.303206997,0.06413994169,977,0,0
/article/2024/04/penn-faculty-statement-graduate-worker-unionization,email,447,226,1.977876106,13.84513274,1061,0,0
/article/2023/11/one-solution-protest-chant-empathy-misinformation-israel-palestine,organic,445,259,1.718146718,18.33590734,1100,0,0
/article/2024/03/amy-wax-racism-bigotry-penn,email,445,189,2.354497354,31.76190476,975,0,0
/article/2024/04/penn-vet-funding-antisemitism-task-force-update,email,444,209,2.124401914,30.23444976,1031,0,0
/article/2023/10/penn-housing-guide-quad-renovations,organic,443,146,3.034246575,36.89041096,936,0,0
/article/2023/09/pennsylvania-septa-rides-credit-debit-cards-smart-payment,organic,442,275,1.607272727,7.589090909,1162,0,0
/article/2024/01/meet-five-students-early-decision-class-of-2028,email,442,341,1.296187683,1.809384164,1040,0,0
/article/2024/02/penn-hires-more-administration-than-academic-faculty,referral,442,257,1.719844358,9.338521401,914,0,0
/article/2024/03/penn-diana-legacy-award-winner,referral,442,163,2.711656442,6.619631902,969,0,0
/article/2024/04/penn-cherelle-parker-philadelphia-school-board,referral,440,189,2.328042328,7.708994709,916,0,0
/article/2023/11/sat-study-wealth-inequality-american-education-system-penn,organic,439,207,2.120772947,4.333333333,1048,0,0
/article/2023/12/magill-resignation-transparency-next-president-penn-free-speech,organic,439,265,1.656603774,3.433962264,508,0,0
/article/2024/02/sorority-rush-diversity-greek-life,organic,439,195,2.251282051,28.41025641,878,0,0
/article/2024/02/stand-with-chinatown-history-philly,organic,439,115,3.817391304,54.68695652,799,0,0
/article/2024/03/penn-medicine-financial-performance-hospital-system,organic,439,106,4.141509434,29.4245283,815,0,0
/article/2024/04/penn-faculty-senate-roundtable-academic-freedom-open-expression,email,439,163,2.693251534,33.03680982,876,0,0
/article/2024/02/mini-crossword-02-24,organic,437,205,2.131707317,3.804878049,802,0,0
/article/2024/03/penn-admissions-announce-testing-policy,referral,437,108,4.046296296,19.65740741,807,0,0
/article/2024/03/penn-students-free-moral-choice,email,435,159,2.735849057,43.48427673,903,0,0
/article/2024/04/penn-columbia-shafik-magill-testimony-congress-foxx,email,434,181,2.397790055,55.5359116,928,0,0
/article/2024/01/penn-mens-basketball-harvard-clark-slajchert,organic,433,301,1.438538206,2.92358804,940,0,0
/article/2024/02/mini-crossword-02-26,organic,433,178,2.43258427,4.157303371,743,0,0
/article/2023/09/penn-native-american-indigenous-studies-nais-minor-margaret-bruchac,organic,432,202,2.138613861,32.51485149,1054,0,0
/article/2002/10/hungry_student_offers_cookies_worth_staying_up_for,referral,430,162,2.654320988,45.2037037,1026,0,0
/article/2024/01/proxy-speech-penn-open-expression,organic,430,254,1.692913386,3.476377953,614,0,0
/article/2024/04/penn-state-of-the-school-2024,organic,430,120,3.583333333,36.71666667,764,0,0
/article/2024/04/sexual-assault-penn-rape-culture-resources,referral,430,138,3.115942029,35.04347826,887,0,0
/article/2021/10/penn-forbes-400-billionaire-alumni,organic,428,194,2.206185567,10.80412371,1017,0,0
/article/2024/04/penn-faculty-statement-graduate-worker-unionization,referral,428,117,3.658119658,58.90598291,864,0,0
/article/2024/03/penn-wharton-graduate-association-charity-takeaways,organic,427,116,3.681034483,45.29310345,815,0,0
/article/2024/03/mini-crossword-03-11,organic,425,141,3.014184397,4.382978723,663,0,0
/article/2024/04/2024-penn-relays-athletes-vashti-cunningham-oliver-hoare-bryce-deadmon-nia-akins,organic,425,103,4.126213592,40.2815534,814,0,0
/article/2023/10/penn-faculty-threats-safety-retaliation-palestine-free-speech,organic,424,227,1.86784141,10.15859031,879,0,0
/article/2024/01/penn-claire-fagin-dies,organic,424,319,1.329153605,1.015673981,667,0,0
/article/2024/01/penn-congress-house-education-workforce-antisemitism-investigation,email,424,198,2.141414141,0.03535353535,817,0,0
/article/2024/01/proxy-speech-penn-open-expression,email,424,349,1.214899713,0.008595988539,967,0,0
/article/2024/04/former-penn-womens-basketball-star-kayla-padilla-usc,organic,423,117,3.615384615,45.69230769,819,0,0
/article/2021/09/penn-football-aaron-jones-running-back-deaf-player,organic,421,267,1.576779026,5.411985019,1082,0,0
/article/2019/01/admissions-ivy-league-harvard-duke-christy-qiu-upenn-philadelphia,organic,419,171,2.450292398,30.0994152,928,0,0
/article/2024/01/ocr-investigation-penn-legacy-admissions-policies,referral,419,320,1.309375,1.278125,962,0,0
/article/2024/02/penn-athletics-nil-ivy-league-basketball-transfers-and-rumors,referral,417,132,3.159090909,62.98484848,825,0,0
/staff/abhiram-juvvadi,referral,417,20,20.85,86.1,650,0,0
/article/2024/03/penn-dining-mental-health-academics,email,414,157,2.636942675,40.1656051,875,0,0
/article/2021/11/penn-face-mental-health-social-ivy,organic,413,181,2.281767956,17.40883978,930,0,0
/article/2024/02/penn-professor-michael-mann-wins-defamation-lawsuit,email,412,324,1.271604938,0.02160493827,998,0,0
/article/2024/03/katz-center-hosts-jerome-karabel,email,412,124,3.322580645,81.69354839,859,0,0
/article/2024/03/penn-dining-mental-health-academics,organic,412,119,3.462184874,41.12605042,739,0,0
/article/2024/04/penn-veil-dating-app-anonymous,organic,411,119,3.453781513,32,802,0,0
/article/2022/07/insomnia-cookies-is-opening-an-experimental-three-story-headquarters-in-center-city-philadelphia,organic,410,222,1.846846847,4.54954955,1000,0,0
/article/2023/11/penn-wharton-graduate-clubs-funding-issues,organic,410,175,2.342857143,31.45714286,909,0,0
/article/2024/04/penn-mens-basketball-ethan-roberts-transfer-drake-westpoint-army,email,410,166,2.469879518,23.81927711,845,0,0
/article/2021/10/upenn-greek-life-party-segregated,organic,409,138,2.963768116,37.26811594,780,0,0
/article/2023/04/penn-2022-graduate-jamie-albrecht-kelly-writers-house-memorial,organic,408,126,3.238095238,14.21428571,911,0,0
/article/2024/01/magill-resignation-donor-control,organic,408,288,1.416666667,2.895833333,617,0,0
/article/2024/02/penn-vet-funding-withhold-antisemitism-task-force-state-budget,organic,408,216,1.888888889,18.51388889,798,0,0
/section/politics,organic,408,129,3.162790698,12.04651163,629,0,0
/article/2008/04/tapping_into_senior_societies,organic,407,156,2.608974359,52.73076923,926,0,0
/article/2023/12/mini-crossword-12-21,organic,407,260,1.565384615,0.1423076923,452,0,0
/article/2024/02/penn-new-farmers-fridge-in-huntsman,email,407,315,1.292063492,0.5904761905,966,0,0
/article/2024/03/english-native-language-culture-campus,referral,407,113,3.601769912,55.3539823,828,0,0
/article/2024/03/mini-crossword-03-21,email,406,100,4.06,2.52,811,0,0
/article/2017/07/paul-sniegowski-penn-dean-profile-philly,organic,405,125,3.24,34.104,899,0,0
/article/2017/10/five-weeks-and-no-grades-what-happens-when-professors-dont-return-scores-before-the-drop-deadline,organic,405,198,2.045454545,11.72727273,1033,0,0
/article/2022/02/geography-of-mens-fencing,organic,405,184,2.201086957,16.64130435,995,0,0
/article/2024/03/penn-spring-fling-2024-artist-reveal,email,405,169,2.396449704,15.79289941,843,0,0
/article/2024/03/penn-philadelphia-mayor-cherelle-parker-budget-proposal,email,402,165,2.436363636,24.83636364,873,0,0
/article/2024/04/penn-gene-therapy-program-motion-to-dismiss-lawsuit,organic,402,138,2.913043478,40.27536232,858,0,0
/article/1992/01/tridelt_sisters_in_snit_over_snl_skit,organic,400,242,1.652892562,10.34710744,1055,0,0
/article/2024/01/penn-womens-squash-penelope-madeline-oh-sisters,referral,400,320,1.25,1.371875,1066,0,0
/article/2024/04/penn-tyler-perkins-tranfer-villanova-freshman-guard,email,399,120,3.325,42.325,794,0,0
/article/2023/09/penn-alum-drew-basile-survivor-contestant,organic,398,226,1.761061947,7.991150442,997,0,0
/section/philadelphia,organic,398,132,3.015151515,11.97727273,608,0,0
/article/2024/04/penn-juniors-win-goldwater-research-scholarship,email,396,176,2.25,20.22159091,893,0,0
/article/2018/10/best-beautiful-study-photoessay-upenn-campus-library-philly,organic,395,142,2.781690141,23.12676056,886,0,0
/article/2024/02/penn-freedom-school-palestine-stages-study-in-rally,organic,395,150,2.633333333,37.74,853,0,0
/article/2024/03/penn-kim-center-news-anchor-asian-hate,organic,395,109,3.623853211,36.9266055,720,0,0
/article/2023/09/penn-carey-law-renamed-one-year-ago,organic,394,199,1.979899497,22.53266332,973,0,0
/article/2024/03/mini-crossword-03-13,organic,393,137,2.868613139,5.255474453,630,0,0
/article/2024/01/penn-faculty-announce-formation-justice-palestine,email,392,305,1.285245902,2.370491803,888,0,0
/article/2023/12/penn-president-liz-magill-congressional-testimony-recap,organic,391,226,1.730088496,5.871681416,828,0,0
/article/2024/03/mini-crossword-03-12,organic,391,139,2.81294964,3.021582734,606,0,0
/article/2024/04/penn-new-jersey-earthquake-no-damages,organic,391,150,2.606666667,14.66,720,0,0
/article/2024/01/penn-scott-bok-opinion-response-speak,email,390,309,1.262135922,0,896,0,0
/article/2024/03/first-year-summer-internship-pressure,organic,390,117,3.333333333,39.12820513,664,0,0
/article/2024/03/mini-crossword-03-14,organic,390,135,2.888888889,3.37037037,613,0,0
/article/2024/04/penn-files-motion-mccarthyism-lawsuit,referral,390,125,3.12,25.92,767,0,0
